Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Special Arena | Difficulty: hard | Target: Diablos | Objective: Hunt a Diablos | Description: A new challenger
Map: Special Arena | Difficulty: hard | Target: Azure Rathalos | Objective: Hunt a Azure Rathalos | Description: A new challenger
Map: Special Arena | Difficulty: hard | Target: Rathalos | Objective: Hunt a Rathalos | Description: A new challenger
Map: Special Arena | Difficulty: hard | Target: Uragaan | Objective: Hunt a Uragaan | Description: A new challenger
Map: Special Arena | Difficulty: hard | Target: Odogaron | Objective: Hunt a Odogaron | Description: A new challenger
Map: Elder's Recess | Difficulty: hard | Target: Lavasioth, Uragaan | Objective: Hunt all target monsters | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Ancient Forest | Difficulty: hard | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Wildspire Waste | Difficulty: hard | Target: Lavasioth | Objective: Slay a Lavasioth | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Coral Highlands | Difficulty: hard | Target: Kirin | Objective: Slay a Kirin | Description: Yet another Kirin has shown up and you're just here, playing with your Palico!? We might never get this chance again to study it! Go go GOOOOOO!
Map: Rotten Vale | Difficulty: hard | Target: Vaal Hazak | Objective: Slay a Vaal Hazak | Description: Vaal Hazak serves its purpose in the life cycle of the New World, but now that it has stirred from its nest of decay, it threatens to ruin the whole ecosystem. It must be stopped!
Map: Elder's Recess | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: Nergigante is one helluva beast, and still so much we don't know 'bout it. Which is why I need you! If we're lucky, we might get to see two elder dragons squaring off!
Map: Elder's Recess | Difficulty: hard | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: Did you know that some cultures worship Kushala Daora as a god of wind? Luckily, we're not one of them! I'm determined to study its mastery of flight...just think of the benefits!
Map: Elder's Recess | Difficulty: hard | Target: Lavasioth | Objective: Slay a Lavasioth | Description: Lavasioth. Just saying the name makes my quill tip quiver. Some believe it's bad luck to cut the fur from this regal beast, but for the sake of the future, we must study it!
Map: Elder's Recess | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: Nergigante is one helluva beast, and still so much we don't know 'bout it. Which is why I need you! If we're lucky, we might get to see two elder dragons squaring off!
Map: Elder's Recess | Difficulty: hard | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: We've got a Kushala Daora running 'round, tearin' things up. Seems like it was kicked out of its territory. Question is, what did the kickin'? Time to investigate!
Map: Elder's Recess | Difficulty: hard | Target: Lavasioth | Objective: Slay a Lavasioth | Description: We've got a riled up Lavasioth on the warpath. Seems like it was kicked out of its kingdom. Question is, what did the kickin'? Time to investigate!
Map: Wildspire Waste | Difficulty: hard | Target: Bazelgeuse, Bazelgeuse | Objective: Hunt 2 Bazelgeuse | Description: This quest courts only those with absolute faith in their abilities. You face two abnormally powerful Bazelgeuse, Defeat them to prove you are a true master of the hunt!
Map: Coral Highlands | Difficulty: hard | Target: Kirin | Objective: Slay a Kirin | Description: This quest seeks only those with an unquenchable flame in their chest. Make for the Coral Highlands and investigate the beast swathed in lightning. Beyond it lies true glory.
Map: Rotten Vale | Difficulty: hard | Target: Lunastra | Objective: Slay Lunastra | Description: Lunastra is such a marvelous, mysterious example of exotic monster biology. We could study it for a hundred years if we just had enough samples! That's your cue, Hunter.
Map: Special Arena | Difficulty: hard | Target: Legiana, Odogaron, Diablos, Rathalos | Objective: Hunt all target monsters | Description: To the hunter who has conquered every investigation, I offer this, the ultimate quest. Enter the Special Arena and take on the New World. Use all that lies before you, and claim glory.
Map: Elder's Recess | Difficulty: hard | Target: Kulu-Ya-Ku, Lavasioth, Nergigante | Objective: Hunt all target monsters | Description: To the unparalleled hunter, I offer this final quest. Return to the Elder's Recess and brave the elders' onslaught. Use all within your grasp to prove yourself master of the New World.
Map: Special Arena | Difficulty: hard | Target: Barroth, Radobaan | Objective: Hunt all target monsters | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Special Arena | Difficulty: hard | Target: Pink Rathian, Azure Rathalos | Objective: Hunt all target monsters | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Rotten Vale | Difficulty: hard | Target: Vaal Hazak, Odogaron | Objective: Hunt all target monsters | Description: Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!
Map: Ancient Forest | Difficulty: easy | Target: Tobi-Kadachi | Objective: Hunt a Tobi-Kadachi | Description: One of my researchers is out in the Ancient Forest hiding in a bush because he's "afraid" of a Tobi-Kadachi. I know he's just dawdling about. Please dispatch the monster so he can get back to work!
Map: Elder's Recess | Difficulty: easy | Target: Dodogama | Objective: Hunt a Dodogama | Description: We're facing a rather unique issue at the moment. Research in the recess has come to a halt due to a rather rambunctious Dodogama. However, most of our hunters are refusing to hunt it because they think Dodogama are..."cute."
Map: Rotten Vale | Difficulty: easy | Target: Great Girros | Objective: Hunt a Great Girros | Description: It's already quite difficult to get ANY research done in the Rotten Vale as it is. Merely existing in the vale without proper protection is enough to end you. And now a Great Girros has shown up with its little minions to complicate our work. Hunter, if you would, please.
Map: Coral Highlands | Difficulty: easy | Target: Tzitzi-Ya-Ku | Objective: Hunt a Tzitzi-Ya-Ku | Description: One of my researchers was out testing a prototype feature of the Surveyor Set when a Tzitzi-Ya-Ku mistook the flash as territorial threat. The researcher panicked and dropped the device. If we are to ever recover it, we'll need you to dispatch the creature first.
Map: Wildspire Waste | Difficulty: easy | Target: Pukei-Pukei | Objective: Hunt a Pukei-Pukei | Description: We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
Map: Wildspire Waste | Difficulty: easy | Target: Jyuratodus | Objective: Hunt a Jyuratodus | Description: I need to consult with the First Wyverians about this new decoration I want to create, but there's a Joora...Jeeuraâ€”a big ugly fish in the way! Be a dear and please take care of it, will you?
Map: Wildspire Waste | Difficulty: easy | Target: Barroth | Objective: Hunt a Barroth | Description: Accounting has been going on and on about how much zenny we spend on laundry. Well perhaps if there wasn't a Barroth out in the wastes flinging mud everywhere we could stay within our budget!
Map: Wildspire Waste | Difficulty: easy | Target: Kulu-Ya-Ku | Objective: Hunt a Kulu-Ya-Ku | Description: We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
Map: Ancient Forest | Difficulty: easy | Target: Banbaro | Objective: Capture a Banbaro | Description: Tail shakes alive, this meownster is gettin' on my last nerve! Can you please go out there and smack that overgrown pot roast upside the head so we can get these ingredients? (Canteen ingredients added upon first completion.)
Map: Ancient Forest | Difficulty: easy | Target: Kulu-Ya-Ku | Objective: Hunt a Kulu-Ya-Ku | Description: One of those blasted Kulu-Ya-Ku has stolen a very dear book that I leant to a field researcher. Take care of that despicable creature at once. Oh, and I suppose check on the researcher if you have time...
Map: Ancient Forest | Difficulty: easy | Target: Pukei-Pukei | Objective: Hunt a Pukei-Pukei | Description: It's nearly impossible to obtain a sample from the Ancient Forest without it being contaminated by that blasted monster's poisonous slobber! Please, Hunter. Deal with it, won't you?
Map: Ancient Forest | Difficulty: easy | Target: Great Jagras | Objective: Hunt a Great Jagras | Description: I need to consult with the First Wyverians about this new decoration I want to create, but there's some bloated lizard standing in the way. Be a dear and please take care of it, will you?
Map: Special Arena | Difficulty: easy | Target: Banbaro | Objective: Hunt a Banbaro | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Tobi-Kadachi | Objective: Hunt a Tobi-Kadachi | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Barroth | Objective: Hunt a Barroth | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Pukei-Pukei | Objective: Hunt a Pukei-Pukei | Description: A new challenger
Map: Hoarfrost Reach | Difficulty: easy | Target: None | Objective: Deliver 20 Young Butterburs | Description: Bossman says he wants to examine some Young Butterburs, so do me a solid and grab some for me, will you? Says he'll upgrade the Harvest Box for you in return! (First completion upgrades the Harvest Box)
Map: Hoarfrost Reach | Difficulty: easy | Target: Lavasioth | Objective: Slay 10 Lavasioth | Description: Those Lavasioth are an interesting bunch! They don't go in for the kill right away. Nope! They wait for a chance, and then call in their buddies to help. Maaan, I love researching!
Map: Hoarfrost Reach | Difficulty: easy | Target: Beotodus | Objective: Capture a Beotodus | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll see if I can sneak in an upgrade! (Upgrades the Ghillie Mantle upon first completion.)
Map: Hoarfrost Reach | Difficulty: easy | Target: Banbaro | Objective: Hunt a Banbaro | Description: â€”and by the by, you've locked horns with the gigantic Banbaro, yes? Thick fur to protect against the cold, and those massive horns! Simply astounding, yes? Oh, and the way it charâ€”
Map: Hoarfrost Reach | Difficulty: easy | Target: Beotodus | Objective: Hunt a Beotodus | Description: Beotodus is a fascinating piscine wyvern that has the ability to "swim" through the snow. How it is actually able to do this is a mystery. I must have more data on this creature!
Map: Elder's Recess | Difficulty: easy | Target: Banbaro | Objective: Hunt a Banbaro | Description:  thinkin' about how I can upgrade your specialized tools. It's vital that you go out and get me them materials so I can get to work! (Upgrades the Vitality Mantle upon first completion.)
Map: Ancient Forest | Difficulty: easy | Target: Anjanath | Objective: Hunt an Anjanath | Description: I swear, if I have to handle one more report covered in snot, I'm going to have a fit! Is there not anything that disgusting beast won't blow its mucus all over!?
Map: Rotten Vale | Difficulty: easy | Target: Mitzutsune, Hornetaur | Objective: Slay all target monsters | Description: I want to speak with a First Wyverian about a decoration I want to meld, but the Commander won't let me go out with all these "big scary" monsters around. Can you "hang a girl up?" as you kids say.
Map: Rotten Vale | Difficulty: easy | Target: Radobaan | Objective: Hunt a Radobaan | Description: Oh, dear...hahaha! One of my researchers *snicker* was attacked by a Radobaan andâ€”as she was running awayâ€”all of her research notes got stuck to the tar on its body. So, as we speak, there's a Radobaan rolling around the vale with her life's work glued to it... BWAHAHAHA!
Map: Coral Highlands | Difficulty: easy | Target: Coral Pukei-Pukei | Objective: Hunt a Coral Pukei-Pukei | Description:  thinkin' about how I can upgrade your specialized tools. This mantle may be waterproof but it sure as heck ain't upgrade-proof! (Upgrades the Waterproof Mantle upon first completion.)
Map: Coral Highlands | Difficulty: easy | Target: Coral Pukei-Pukei | Objective: Hunt a Coral Pukei-Pukei | Description: Coral Pukei-Pukei possess specialized organs to store the water they consume. I'd like to have a closer look at it for my notes, so I'll have to call in a favor just this once, Hunter.
Map: Coral Highlands | Difficulty: easy | Target: Pink Rathian | Objective: Hunt a Pink Rathian | Description: The exodus of Legiana has created a power vacuum in the Coral Highlands. A rather fearsome Pink Rathian seems inclined to fill that void. However, her reign is having a detrimental effect on the food chain. I ask that you go out and usurp the throne, Hunter!
Map: Coral Highlands | Difficulty: easy | Target: Paolumu | Objective: Hunt a Paolumu | Description: As operations in the Hinterlands expand further, our researchers require gear that is not only well-insulated but comfortable for long hours of field work. I'm interested in having a prototype developed, however I'll need some materials before we can start.
Map: Wildspire Waste | Difficulty: easy | Target: Rathian, Pink Rathian | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll make sure your tools get a healthy upgrade! (Upgrades the Health Booster upon first completion.)
Map: Wildspire Waste | Difficulty: easy | Target: Anjanath | Objective: Hunt an Anjanath | Description: We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
Map: Wildspire Waste | Difficulty: easy | Target: Nightshade Paolumu | Objective: Hunt a Nightshade Paolumu | Description: There I was, minding meow-n business, when suddenly the ugliest face I'd ever seen jumped out at me. I must have fainted, but when I came to, it was gone. I know it's still out there... Out there with its hideous face! Please, Hunter! I still have nightmares about it!
Map: Wildspire Waste | Difficulty: easy | Target: Rathian | Objective: Hunt a Rathian | Description: I want to speak with a First Wyverian about a decoration I want to meld, but the Commander won't let me go out with all these "big scary" monsters around. Can you "hang a girl up?" as you kids say.
Map: Ancient Forest | Difficulty: easy | Target: Nightshade Paolumu | Objective: Capture a Nightshade Paolumu | Description: Tail shakes alive, this meownster is gettin' on my last nerve! Can you please go out there and smack that ugly thing upside its ugly head so we can get these ingredients? (Canteen ingredients added upon first completion.)
Map: Ancient Forest | Difficulty: easy | Target: Rathian | Objective: Hunt a Rathian | Description: Dear Gog... One of my researchers is absolutely obsessed with a particular Rathian he has been observing. So much so that he rarely returns to base anymore to report. I ask that you do something about it before things get...weird.
Map: Special Arena | Difficulty: easy | Target: Nightshade Paolumu | Objective: Hunt a Nightshade Paolumu | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Paolumu | Objective: Hunt a Paolumu | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Pink Rathian | Objective: Hunt a Pink Rathian | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Rathian | Objective: Hunt a Rathian | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Viper Tobi-Kadachi | Objective: Hunt a Viper Tobi-Kadachi | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Coral Pukei-Pukei | Objective: Hunt a Coral Pukei-Pukei | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Radobaan | Objective: Hunt a Radobaan | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Anjanath | Objective: Hunt an Anjanath | Description: A new challenger
Map: Hoarfrost Reach | Difficulty: easy | Target: Beotodus | Objective: Hunt a Beotodus | Description: Thanks to your efforts, we've made fellowship with the local Lynians! I'd like to pay them a visit, but a meddling Beotodus is in the way. Please, for science, assist me!
Map: Hoarfrost Reach | Difficulty: easy | Target: Beotodus | Objective: Hunt a Beotodus | Description: Our target of this joint operation is the fearsome Beotodus! First, drive a Popo out in the open to lure the monster out. Then when that frosty fishy takes the bait, we'll ambush it!
Map: Hoarfrost Reach | Difficulty: easy | Target: Lavasioth | Objective: Defeat 14 Lavasioth | Description: Duuuude! I got these sick drafts cooked up! Just, uh, they need a few more tweaks. Yo, help me out with this quest, and stuff, and you can get a special ticket. Pretty sweet, right?
Map: Hoarfrost Reach | Difficulty: easy | Target: Viper Tobi-Kadachi | Objective: Capture a Viper Tobi-Kadachi | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me them materials and I'll see if I can boost your tools with an upgrade! (Upgrades the Cleanser Booster upon first completion.)
Map: Hoarfrost Reach | Difficulty: easy | Target: Viper Tobi-Kadachi | Objective: Hunt a Viper Tobi-Kadachi | Description: Can't...move... Bitten...by...a Viper...Tobi-Kadachi... Poison...seeping...into...my bloodstream... In...lots...of trouble... Help...me...please...!
Map: Elder's Recess | Difficulty: easy | Target: None | Objective: Deliver 20 Gaia Ambers | Description: Bossman says he's got some theories about Gaia Amber that he'd like to test. In return for your help, he'll upgrade the Harvest Box. (Upgrades the Harvest Box upon first completion.)
Map: Coral Highlands | Difficulty: easy | Target: Nargacuga | Objective: Hunt a Nargacuga | Description: Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately.
Map: Ancient Forest | Difficulty: easy | Target: Glavenus | Objective: Hunt a Glavenus | Description: Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately.
Map: Ancient Forest | Difficulty: easy | Target: Rathalos, Nargacuga | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me them materials I need and I'll make sure your mantle soars to new heights! (Upgrades the Glider Mantle upon first completion.)
Map: Wildspire Waste | Difficulty: easy | Target: Diablos | Objective: Hunt a Diablos | Description: Our researchers are finding it nearly impossible to study the cacti out in the wastes. Even attempting to get close to a cactus patch triggers a Diablos attack from below...
Map: Wildspire Waste | Difficulty: easy | Target: Glavenus | Objective: Hunt a Glavenus | Description: â€”and by the by, you've crossed blades with the fearsome Glavenus, yes? The way it wields its gleaming, sword tail! Simply astounding, yes? Oh, and how it sharpens it in itsâ€”
Map: Wildspire Waste | Difficulty: easy | Target: Glavenus, Rathian | Objective: Hunt all target monsters | Description: Tail shakes alive, these meownsters are gettin' on my last nerve! Can you please go out there and smack those two upside the head so we can get these ingredients? (Canteen ingredients added upon first completion.)
Map: Coral Highlands | Difficulty: easy | Target: Legiana | Objective: Hunt a Legiana | Description: Due to the Legiana migrating to the Hinterlands, there has been a shortage of specimen to study in the Coral Highlands. However, a straggler has been spotted recently. We can't let this opportunity go to waste!
Map: Coral Highlands | Difficulty: easy | Target: Odogaron | Objective: Hunt an Odogaron | Description:  thinkin' about how I can upgrade your specialized tools. You go out and snatch the materials I need and I'll sneak an upgrade into your tools! (Upgrades the Bandit Mantle upon first completion.)
Map: Ancient Forest | Difficulty: easy | Target: Rathalos | Objective: Hunt a Rathalos | Description: Blasted Rathalos! Every time the field team tags an Aptonoth to track its behavior, this confounded creature swoops in and carries it off! It's almost as if it's doing it on purpose!
Map: Rotten Vale | Difficulty: easy | Target: Odogaron | Objective: Hunt an Odogaron | Description: One of my less forward-thinking researchers has quite an affinity for snacks, especially Astera jerky. I've told him time and again to only eat them when necessary but now he's really in trouble. An Odogaron has attacked him and without any jerky, I'm afraid he may be done for...
Map: Rotten Vale | Difficulty: easy | Target: Tigrex | Objective: Hunt a Tigrex | Description: It's well-known that the Tigrex is a primitive flying wyvern, which means investigating its appearance in the New World could teach us much about other flying wyverns here!
Map: Rotten Vale | Difficulty: easy | Target: Tigrex, Radobaan | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. It'll hardly be a challenge to upgrade your gear if you go out and get me the materials I need! (Upgrades the Challenger Mantle upon first completion.)
Map: Elder's Recess | Difficulty: easy | Target: Brachydios | Objective: Hunt a Brachydios | Description: â€”and by the by, you've exchanged blows with the Brachydios, yes? Most clamor over its peculiar slime, but not I! No, I'm all about those fists! Yes, the way it strikes the ground andâ€”
Map: Elder's Recess | Difficulty: easy | Target: Lavasioth | Objective: Hunt a Lavasioth | Description: Whilst one of our artists was out trying to paint a landscape of the recess, a Lavasioth appeared out of nowhere and attacked. Though he survived the ordeal, his commissioned piece did not. Please make your way out there and secure the area so that he may continue his work.
Map: Elder's Recess | Difficulty: easy | Target: Uragaan | Objective: Hunt a Uragaan | Description: The infirmary is overflowing with researchers suffering from extreme vertigo. The cause? One of those blasted Uragaan rolling about. Go out there and put the brakes on its spinning!
Map: Elder's Recess | Difficulty: easy | Target: Brachydios | Objective: Capture a Brachydios | Description: I'd like to experiment with that peculiar slime the Brachydios secretesâ€”oh, it'll be 100% safe, don't you worry! Heh... And if you help, I'm sure it'll help our Ancient Tree some, too! (Unlocks a Botanical Research slot on first time completion.)
Map: Ancient Forest | Difficulty: easy | Target: Nargacuga | Objective: Hunt a Nargacuga | Description: I should know better than to go out into the Ancient Forest without a hunter escort, but I didn't think a freakin' Nargacuga would be there! Why didn't anybody tell me!? Help me, PLEASE!
Map: Special Arena | Difficulty: easy | Target: Tigrex | Objective: Hunt a Tigrex | Description: A new challenger
Map: Hoarfrost Reach | Difficulty: easy | Target: Barioth | Objective: Hunt a Barioth | Description:  thinkin' about how I can upgrade your specialized tools. You get me them materials and this upgrade will have you bobbin' and weavin' like there's no tomorrow! (Upgrades the Evasion Mantle upon first completion.)
Map: Hoarfrost Reach | Difficulty: easy | Target: Barioth | Objective: Hunt a Barioth | Description: So yeah, the Barioth...a violent snowstorm personified. It reminds me of this one time I had to go on a hunt for... You know what? Never mind. I'll leave this to you.
Map: Hoarfrost Reach | Difficulty: easy | Target: Tigrex | Objective: Capture a Tigrex | Description: P.U.R.R. is in fur effect...with just one minor hiccup
Map: Special Arena | Difficulty: easy | Target: Legiana | Objective: Hunt a Legiana | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Brachydios | Objective: Hunt a Brachydios | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Odogaron | Objective: Hunt a Odogaron | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Uragaan | Objective: Hunt a Uragaan | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Rathalos | Objective: Hunt a Rathalos | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Diablos | Objective: Hunt a Diablos | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Barioth | Objective: Hunt a Barioth | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Nargacuga | Objective: Hunt a Nargacuga | Description: A new challenger
Map: Special Arena | Difficulty: easy | Target: Glavenus | Objective: Hunt a Glavenus | Description: A new challenger
Map: Elder's Recess | Difficulty: easy | Target: Uragaan, Brachydios | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll make sure your gear's upgrade'll be straight fire! (Upgrades the Fireproof Mantle upon first completion.)
Map: Special Arena | Difficulty: medium | Target: Fulgur Anjanath | Objective: Hunt a Fulgur Anjanath | Description: A new challenger
Map: Elder's Recess | Difficulty: medium | Target: Azure Rathalos | Objective: Hunt an Azure Rathalos | Description: Azure Rathalos are known to mark their territory with gashes by using their massive claws. As fascinating as this is to our ethology department, it's quite a headache for our geologists.
Map: Rotten Vale | Difficulty: medium | Target: Odogaron, Ebony Odogaron | Objective: Hunt all target monsters | Description: P.U.R.R. is in fur effect...with just one minor hiccup, well, actually two
Map: Rotten Vale | Difficulty: medium | Target: Acidic Glavenus | Objective: Capture an Acidic Glavenus | Description: P.U.R.R. is in fur effect...with just one minor hiccup
Map: Rotten Vale | Difficulty: medium | Target: Acidic Glavenus | Objective: Hunt an Acidic Glavenus | Description: â€”and by the by, you've dueled with the Acidic Glavenus, yes? How it sharpens that dull, acidic tail into a beautiful blade! Simply astounding, yes! Oh, and the way it winds up for anâ€”
Map: Coral Highlands | Difficulty: medium | Target: Ebony Odogaron | Objective: Hunt an Ebony Odogaron | Description: "I'm on the trail of an Ebony Odogaron. It's a ferocious monster that seems to have a thirst for battle. I must take care notâ€”" (the rest of the note is torn...)
Map: Wildspire Waste | Difficulty: medium | Target: Black Diablos | Objective: Hunt a Black Diablos | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and no monster will be knocking you around! (Upgrades the Rocksteady Mantle upon first completion.)
Map: Wildspire Waste | Difficulty: medium | Target: Black Diablos | Objective: Hunt a Black Diablos | Description: It seems that one of our researchers was set on by a Black Diablos and during the encounter he spilt attractant all over himself. Now the lovesick beast is chasing him all over the wastes...
Map: Ancient Forest | Difficulty: medium | Target: Ebony Odogaron | Objective: Hunt an Ebony Odogaron | Description: Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately.
Map: Ancient Forest | Difficulty: medium | Target: Azure Rathalos | Objective: Hunt an Azure Rathalos | Description: We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
Map: Special Arena | Difficulty: medium | Target: Ebony Odogaron | Objective: Hunt an Ebony Odogaron | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Acidic Glavenus | Objective: Hunt an Acidic Glavenus | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Black Diablos | Objective: Hunt an Black Diablos | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Azure Rathalos | Objective: Hunt an Azure Rathalos | Description: A new challenger
Map: Hoarfrost Reach | Difficulty: medium | Target: None | Objective: Deliver 2 Hot Spring Stones | Description: Duuuude! I got these sick drafts cooked up! Just, uh, they need a few more tweaks. Yo, help me out with this quest, and stuff, and you can get a special ticket. Pretty sweet, right?
Map: Hoarfrost Reach | Difficulty: medium | Target: Legiana, Shrieking Legiana | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me the materials I need and I'll hook you up with a cool upgrade! (Upgrades the Iceproof Mantle upon first completion.)
Map: Hoarfrost Reach | Difficulty: medium | Target: Fulgur Anjanath | Objective: Hunt a Fulgur Anjanath | Description: â€”and by the by, you've come snout to snout with the Fulgur Anjanath, yes? How a brute wyvern could somehow make its way to the Hinterlands! Astounding, yes? How can it even swiâ€”
Map: Hoarfrost Reach | Difficulty: medium | Target: Shrieking Legiana | Objective: Hunt a Shrieking Legiana | Description: How that Legiana got a cloak of ice like that is a mystery, but it's nothing science can't solve! We'll need all the data you can get on that thing!
Map: Elder's Recess | Difficulty: medium | Target: Fulgur Anjanath | Objective: Capture a Fulgur Anjanath | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll upgrade your gear lightning-quick! (Upgrades the Thunderproof Mantle upon first completion.)
Map: Hoarfrost Reach | Difficulty: medium | Target: Velkhana | Objective: Slay a Velkhana | Description: Official records about Velkhana are non-existent, and much has yet to be confirmed about its ecology. But this is the perfect opportunity for usâ€”er, YOU, to make history!
Map: Ancient Forest | Difficulty: medium | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: Sure, Kushala Daora wrecks things with its storms, but I think it gets a bad rap. I mean, after those storms, it's super sunny and everything! Help me change people's minds!
Map: Ancient Forest | Difficulty: medium | Target: Blackveil Vaal Hazak | Objective: Slay a Blackveil Vaal Hazak | Description: ...... So, the stories are true. A Vaal Hazak, in the Ancient Forest. Time for you to get to work, Hunter. Run along, now.
Map: Wildspire Waste | Difficulty: medium | Target: Slay a Lavasioth | Objective: Slay a Slay a Lavasioth | Description: A member of the Fourth encountered a Lavasioth in the Waste, one more terrible than usual. The emperor sits on its throne, waiting. Shall we pay him a visit?
Map: Wildspire Waste | Difficulty: medium | Target: Savage Deviljho | Objective: Hunt a Savage Deviljho | Description:  thinkin' about how I can upgrade your specialized tools. You go out and get me the materials I need and the status of your gear is sure to go up! (Upgrades the Apothecary Mantle upon first completion.)
Map: Coral Highlands | Difficulty: medium | Target: Kirin | Objective: Slay a Kirin | Description: An unusual amount of lightning and radiance has occurred in the Highlands recently. This must be a sign that a Kirin is active in the area. You MUST look into this, Hunter!
Map: Coral Highlands | Difficulty: medium | Target: Namielle | Objective: Slay a Namielle | Description: Namielle is a truly terrifying beast, capable of summoning torrents as well as lightning! We must gather as much data as possible. I ask that you head out immediately, and of course, be careful!
Map: Rotten Vale | Difficulty: medium | Target: Blackveil Vaal Hazak | Objective: Slay a Blackveil Vaal Hazak | Description:  thinkin' about how I can upgrade your specialized tools. Your gear might be immune to abnormal status effects but it ain't immune to my upgrades! (Upgrades the Immunity Mantle upon first completion.)
Map: Elder's Recess | Difficulty: medium | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: Black tornadoes have been spotted in the Elder's Recess. Analytics believes this is the work of a Kushala Daora, and a very nasty one at that. I'll leave this one to you, bud.
Map: Elder's Recess | Difficulty: medium | Target: Lavasioth | Objective: Slay a Lavasioth | Description: The Huntsman and I tried to take on a Lavasioth, but it was too much for us. We need you to head out to the Elder's Recess and provide assistance. As in, you take care of it!
Map: Elder's Recess | Difficulty: medium | Target: Seething Bazelgeuse | Objective: Hunt a Seething Bazelgeuse | Description: So I heard this new Bazelgeuse is supposed to be red-hot. But do you think it can match MY red-hot passion for life? Uh, DOUBT IT! Let's go out and cool down that fool!
Map: Elder's Recess | Difficulty: medium | Target: Seething Bazelgeuse | Objective: Capture a Seething Bazelgeuse | Description: P.U.R.R. is in fur effect...with just one minor hiccup
Map: Special Arena | Difficulty: medium | Target: Kirin | Objective: Hunt a Kirin | Description: A new challenger
